"","Tp","Cl","pH","Redox","Leit","Trueb","Cl_2","Fm","Fm_2","EVENT"
"60768",8.4,0.07,8.32,745,212,0.023,0.081,1469,1009,"1"
"60769",8.4,0.09,8.32,744,211,0.023,0.081,1366,1005,"1"
"60770",8.4,0.11,8.31,744,212,0.023,0.081,1424,1008,"1"
"60771",8.4,0.11,8.31,744,212,0.023,0.081,1376,1008,"1"
"60772",8.4,0.12,8.31,744,212,0.023,0.081,1394,1005,"1"
"60773",8.4,0.13,8.31,744,211,0.023,0.082,1489,1005,"1"
"60774",8.4,0.14,8.31,745,212,0.023,0.081,1609,1011,"1"
"60775",8.4,0.14,8.31,744,212,0.023,0.082,1655,1015,"1"
"60776",8.4,0.14,8.31,744,211,0.023,0.082,1703,1018,"1"
"60777",8.4,0.14,8.3,745,212,0.023,0.082,1668,1015,"1"
"60778",8.4,0.15,8.31,745,211,0.023,0.083,1663,1008,"1"
"60779",8.4,0.16,8.3,744,211,0.023,0.083,1707,1002,"1"
"60780",8.4,0.16,8.3,745,212,0.023,0.083,1680,1009,"1"
"60781",8.4,0.16,8.3,745,212,0.023,0.083,1724,1006,"1"
"60782",8.4,0.16,8.3,745,211,0.023,0.085,1730,1009,"1"
"60783",8.4,0.16,8.3,745,212,0.023,0.087,1732,1005,"1"
"60784",8.4,0.16,8.29,746,212,0.023,0.087,1731,1008,"1"
"60785",8.4,0.16,8.26,746,212,0.023,0.089,1729,1009,"1"
"60786",8.4,0.17,8.25,747,212,0.023,0.091,1721,1012,"1"
"60787",8.4,0.17,8.23,747,212,0.025,0.093,1692,1005,"1"
"60788",8.4,0.17,8.23,747,212,0.023,0.094,1715,1006,"1"
"60789",8.4,0.17,8.2,747,212,0.023,0.095,1711,1008,"1"
"60790",8.4,0.18,8.17,749,212,0.023,0.1,1754,1017,"1"
"60791",8.4,0.18,8.13,749,209,0.022,0.101,1709,1005,"1"
"60792",8.3,0.17,8.1,750,212,0.023,0.104,1712,1001,"1"
"60793",8.4,0.17,8.05,751,212,0.023,0.104,1709,996,"1"
"60794",8.4,0.17,8,751,212,0.023,0.107,1744,1011,"1"
"60795",8.3,0.17,7.95,751,209,0.023,0.105,1667,1012,"1"
"60796",8.3,0.17,7.92,752,209,0.023,0.104,1750,1008,"1"
"60797",8.4,0.17,7.89,751,209,0.022,0.107,1701,1006,"1"
"60798",8.3,0.17,7.84,752,209,0.022,0.108,1769,1012,"1"
"60799",8.3,0.17,7.81,753,209,0.022,0.105,1701,1006,"1"
"60800",8.3,0.17,7.79,753,209,0.022,0.105,1701,1003,"1"
"60801",8.3,0.17,7.76,752,209,0.021,0.107,1700,1006,"1"
"60802",8.3,0.17,7.74,752,209,0.021,0.107,1715,1002,"1"
"60803",8.4,0.17,7.71,753,205,0.021,0.105,1738,1012,"1"
"60804",8.3,0.17,7.67,754,205,0.022,0.104,1748,1008,"1"
"60805",8.4,0.17,7.66,754,205,0.022,0.102,1754,1011,"1"
"60806",8.4,0.17,7.64,753,205,0.022,0.1,1701,1011,"1"
"60807",8.4,0.17,7.61,752,205,0.022,0.096,1807,1001,"1"
"60808",8.3,0.17,7.6,753,205,0.022,0.091,1776,1009,"1"
"60809",8.3,0.17,7.6,752,205,0.023,0.087,1804,1009,"1"
"60810",8.4,0.17,7.59,751,205,0.023,0.083,1778,1011,"1"
"60811",8.4,0.17,7.59,751,205,0.023,0.083,1800,1018,"1"
"60812",8.4,0.17,7.6,750,205,0.023,0.081,1795,1053,"1"
"60813",8.4,0.17,7.6,750,205,0.023,0.078,1902,1093,"1"
"60814",8.4,0.17,7.61,749,205,0.023,0.072,1905,1105,"1"
"60815",8.3,0.16,7.62,748,205,0.023,0.064,1899,1107,"1"
"60816",8.3,0.16,7.65,747,205,0.023,0.057,1844,1105,"1"
"60817",8.4,0.16,7.67,746,205,0.023,0.055,1841,1111,"1"
"60818",8.4,0.17,7.7,745,205,0.023,0.052,1915,1106,"1"
"60819",8.4,0.17,7.73,743,209,0.023,0.046,1847,1099,"1"
"60820",8.4,0.17,7.76,742,209,0.024,0.044,1875,1099,"1"
"60821",8.4,0.17,7.8,741,209,0.024,0.04,1886,1105,"1"
"60822",8.4,0.17,7.84,739,209,0.024,0.039,1888,1100,"1"
"60823",8.3,0.17,7.86,739,209,0.026,0.037,1854,1104,"1"
"60824",8.3,0.16,7.9,739,209,0.025,0.034,1956,1101,"1"
"60825",8.3,0.16,7.95,738,209,0.025,0.03,1917,1107,"1"
"60826",8.3,0.17,8.01,737,209,0.025,0.034,1957,1104,"1"
"60827",8.3,0.16,8.06,737,212,0.025,0.034,2003,1116,"1"
"60828",8.3,0.16,8.09,737,212,0.025,0.034,1983,1112,"1"
"60829",8.4,0.16,8.11,738,212,0.025,0.036,1950,1116,"1"
"60830",8.3,0.17,8.14,738,212,0.025,0.036,1956,1112,"1"
"60831",8.3,0.17,8.18,738,212,0.026,0.039,1932,1104,"1"
"60832",8.3,0.17,8.21,739,212,0.026,0.041,1966,1111,"1"
"60833",8.3,0.17,8.24,739,212,0.026,0.043,1956,1106,"1"
"60834",8.3,0.17,8.26,740,212,0.026,0.045,1984,1105,"1"
"60835",8.3,0.17,8.28,742,212,0.027,0.046,1973,1105,"1"
"60836",8.3,0.17,8.3,742,212,0.027,0.049,1962,1109,"1"
"60837",8.3,0.17,8.33,743,212,0.026,0.053,1957,1105,"1"
"60838",8.3,0.17,8.35,744,212,0.026,0.056,1943,1104,"1"
"60839",8.3,0.17,8.36,746,212,0.027,0.059,1921,1109,"1"
"60840",8.3,0.16,8.37,746,212,0.027,0.059,1935,1105,"1"
"60841",8.3,0.16,8.38,747,212,0.027,0.063,2013,1106,"1"
"63406",8.2,0.17,8.32,758,209,0.07,0.108,1605,902,"1"
"63407",8.2,0.17,8.32,757,209,0.076,0.108,1638,901,"1"
"63408",8.2,0.17,8.32,758,209,0.254,0.107,1614,898,"1"
"63409",8.2,0.17,8.32,757,209,0.241,0.108,1638,902,"1"
"63410",8.2,0.17,8.32,757,209,0.146,0.108,1615,907,"1"
"63411",8.2,0.17,8.33,758,209,0.115,0.107,1598,899,"1"
"63412",8.2,0.17,8.33,757,209,0.173,0.108,1597,902,"1"
"63413",8.2,0.17,8.33,757,209,0.088,0.108,1634,905,"1"
"63414",8.2,0.17,8.33,757,209,0.059,0.108,1630,896,"1"
"63415",8.2,0.17,8.33,758,209,0.038,0.108,1614,899,"1"
"65203",8.3,0.143229144326414,8.45,754,211,0.011,0.0689757086262496,1315,851,"1"
"65204",8.3,0.206770855673586,8.45,755,211,0.011,0.13902429137375,1314,856,"1"
"65205",8.3,0.153229144326414,8.45,755,211,0.011,0.0689757086262496,1319,856,"1"
"65206",8.3,0.206770855673586,8.45,755,211,0.012,0.13902429137375,1291,851,"1"
"65207",8.3,0.153229144326414,8.45,754,211,0.012,0.0689757086262496,1307,853,"1"
"65208",8.3,0.206770855673586,8.45,755,211,0.011,0.13902429137375,1280,856,"1"
"65209",8.3,0.153229144326414,8.45,755,211,0.011,0.0689757086262496,1292,857,"1"
"65210",8.3,0.206770855673586,8.45,755,211,0.011,0.13902429137375,1325,861,"1"
"65211",8.3,0.143229144326414,8.45,755,211,0.011,0.0689757086262496,1315,861,"1"
"65212",8.3,0.196770855673586,8.45,755,211,0.011,0.13902429137375,1296,864,"1"
"65213",8.3,0.143229144326414,8.45,755,211,0.012,0.0689757086262496,1289,870,"1"
"65214",8.3,0.196770855673586,8.45,755,211,0.012,0.14002429137375,1302,861,"1"
"65215",8.3,0.143229144326414,8.44,755,211,0.012,0.0689757086262496,1296,855,"1"
"65216",8.3,0.196770855673586,8.44,755,211,0.012,0.14002429137375,1268,857,"1"
"65217",8.3,0.143229144326414,8.44,755,211,0.012,0.0689757086262496,1310,862,"1"
"65218",8.3,0.196770855673586,8.44,755,211,0.012,0.14002429137375,1295,858,"1"
"65219",8.3,0.143229144326414,8.44,755,211,0.011,0.0699757086262496,1283,861,"1"
"65220",8.3,0.196770855673586,8.44,755,211,0.011,0.13902429137375,1281,863,"1"
"65221",8.3,0.143229144326414,8.44,755,211,0.012,0.0689757086262496,1291,850,"1"
"65222",8.3,0.196770855673586,8.44,755,211,0.012,0.13902429137375,1327,853,"1"
"65223",8.3,0.143229144326414,8.43,755,211,0.012,0.0689757086262496,1252,864,"1"
"65224",8.4,0.186770855673586,8.43,755,211,0.012,0.14002429137375,1298,870,"1"
"65467",8.3,0.143229144326414,8.38,755,211,0.011,0.0649757086262496,1260,905,"1"
"65468",8.2,0.196770855673586,8.38,755,211,0.011,0.13502429137375,1246,902,"1"
"65469",8.3,0.143229144326414,8.38,755,211,0.012,0.0629757086262496,1263,902,"1"
"65470",8.2,0.196770855673586,8.38,754,211,0.012,0.13502429137375,1239,899,"1"
"65471",8.3,0.143229144326414,8.39,755,211,0.011,0.0649757086262496,1254,908,"1"
"65472",8.3,0.186770855673586,8.39,755,211,0.011,0.13502429137375,1261,899,"1"
"65473",8.2,0.133229144326414,8.39,755,211,0.011,0.0649757086262496,1244,907,"1"
"65474",8.2,0.196770855673586,8.39,755,211,0.011,0.13502429137375,1256,902,"1"
"65475",8.2,0.143229144326414,8.38,754,211,0.011,0.0649757086262496,1283,903,"1"
"65476",8.2,0.196770855673586,8.38,755,211,0.011,0.13502429137375,1252,908,"1"
"65477",8.2,0.143229144326414,8.38,754,211,0.011,0.0649757086262496,1248,909,"1"
"65478",8.3,0.196770855673586,8.39,755,211,0.011,0.13502429137375,1245,903,"1"
"65479",8.2,0.143229144326414,8.38,755,211,0.011,0.0649757086262496,1255,899,"1"
"65480",8.3,0.196770855673586,8.39,755,211,0.011,0.13502429137375,1219,901,"1"
"65481",8.3,0.143229144326414,8.39,755,211,0.011,0.0649757086262496,1226,901,"1"
"65482",8.2,0.196770855673586,8.38,754,211,0.011,0.13502429137375,1246,899,"1"
"65483",8.2,0.143229144326414,8.38,754,211,0.011,0.0629757086262496,1226,901,"1"
"65484",8.2,0.196770855673586,8.39,754,211,0.012,0.13502429137375,1261,898,"1"
"65485",8.3,0.143229144326414,8.38,755,211,0.011,0.0649757086262496,1245,896,"1"
"65486",8.2,0.196770855673586,8.38,754,211,0.011,0.13502429137375,1233,901,"1"
"65487",8.3,0.143229144326414,8.38,754,211,0.011,0.0669757086262496,1255,895,"1"
"65488",8.2,0.196770855673586,8.38,755,211,0.011,0.13502429137375,1248,896,"1"
"65738",8.3,0.133229144326414,8.38,754,211,0.014,0.0669757086262496,1180,870,"1"
"65739",8.3,0.186770855673586,8.39,754,211,0.014,0.13402429137375,1187,880,"1"
"65740",8.3,0.133229144326414,8.39,754,211,0.014,0.0639757086262496,1185,878,"1"
"65741",8.4,0.186770855673586,8.39,754,211,0.014,0.13602429137375,1185,879,"1"
"65742",8.4,0.133229144326414,8.39,754,211,0.014,0.0639757086262496,1175,881,"1"
"65743",8.4,0.186770855673586,8.39,755,211,0.014,0.13502429137375,1179,886,"1"
"65744",8.4,0.143229144326414,8.4,754,211,0.014,0.0639757086262496,1171,878,"1"
"65745",8.4,0.196770855673586,8.41,755,211,0.017,0.13502429137375,1177,884,"1"
"65746",8.4,0.143229144326414,8.41,754,211,0.014,0.0659757086262496,1186,887,"1"
"65747",8.4,0.196770855673586,8.41,753,211,0.015,0.13602429137375,1215,880,"1"
"65748",8.4,0.143229144326414,8.41,754,211,0.014,0.0659757086262496,1179,876,"1"
"65749",8.4,0.196770855673586,8.41,754,211,0.014,0.13602429137375,1193,887,"1"
"65750",8.3,0.143229144326414,8.41,754,211,0.015,0.0659757086262496,1179,886,"1"
"65751",8.4,0.196770855673586,8.41,754,211,0.014,0.13702429137375,1187,884,"1"
"65752",8.4,0.143229144326414,8.41,754,211,0.014,0.0659757086262496,1162,878,"1"
"65753",8.4,0.196770855673586,8.41,754,211,0.014,0.13602429137375,1188,890,"1"
"65754",8.4,0.143229144326414,8.42,754,211,0.013,0.0689757086262496,1187,885,"1"
"65755",8.4,0.196770855673586,8.41,754,211,0.013,0.13602429137375,1171,873,"1"
"65756",8.4,0.143229144326414,8.41,754,211,0.014,0.0659757086262496,1196,879,"1"
"65757",8.4,0.196770855673586,8.41,753,211,0.013,0.13602429137375,1153,876,"1"
"65758",8.3,0.143229144326414,8.42,754,211,0.014,0.0689757086262496,1188,881,"1"
"65759",8.4,0.196770855673586,8.42,754,211,0.014,0.13602429137375,1180,884,"1"
"65945",8.2,0.133229144326414,8.3,755,207,0.019,0.0659757086262496,1216,881,"1"
"65946",8.2,0.186770855673586,8.3,755,207,0.018,0.13602429137375,1174,887,"1"
"65947",8.3,0.133229144326414,8.3,755,207,0.018,0.0659757086262496,1226,890,"1"
"65948",8.2,0.186770855673586,8.31,755,207,0.022,0.13402429137375,1208,885,"1"
"65949",8.3,0.133229144326414,8.31,755,207,0.019,0.0659757086262496,1222,887,"1"
"65950",8.2,0.186770855673586,8.31,755,207,0.018,0.13702429137375,1204,884,"1"
"65951",8.3,0.133229144326414,8.31,755,207,0.018,0.0669757086262496,1210,881,"1"
"65952",8.2,0.186770855673586,8.31,754,210,0.018,0.13402429137375,1200,881,"1"
"65953",8.3,0.133229144326414,8.32,755,207,0.018,0.0659757086262496,1210,885,"1"
"65954",8.2,0.196770855673586,8.32,755,207,0.018,0.13602429137375,1192,876,"1"
"65955",8.2,0.143229144326414,8.32,754,207,0.018,0.0639757086262496,1210,886,"1"
"65956",8.2,0.196770855673586,8.32,754,211,0.017,0.13602429137375,1204,890,"1"
"65957",8.2,0.143229144326414,8.32,755,207,0.018,0.0649757086262496,1237,891,"1"
"65958",8.2,0.196770855673586,8.32,755,211,0.02,0.13402429137375,1226,884,"1"
"65959",8.2,0.143229144326414,8.33,754,207,0.018,0.0639757086262496,1243,881,"1"
"65960",8.2,0.196770855673586,8.33,755,211,0.018,0.13402429137375,1244,881,"1"
"65961",8.3,0.143229144326414,8.33,754,211,0.018,0.0639757086262496,1280,878,"1"
"65962",8.3,0.196770855673586,8.33,755,211,0.018,0.13402429137375,1244,890,"1"
"65963",8.2,0.143229144326414,8.33,755,211,0.019,0.0659757086262496,1255,884,"1"
"65964",8.2,0.196770855673586,8.33,755,211,0.018,0.13402429137375,1252,881,"1"
"65965",8.3,0.143229144326414,8.33,755,211,0.018,0.0659757086262496,1240,887,"1"
"65966",8.3,0.196770855673586,8.33,754,211,0.018,0.13702429137375,1239,887,"1"
"66119",8.2,0.143229144326414,8.39,755,211,0.02,0.0639757086262496,1402,747,"1"
"66120",8.2,0.196770855673586,8.39,755,211,0.02,0.13702429137375,1399,747,"1"
"66121",8.3,0.143229144326414,8.39,755,211,0.02,0.0669757086262496,1435,748,"1"
"66122",8.3,0.196770855673586,8.39,755,211,0.023,0.13602429137375,1395,747,"1"
"66123",8.3,0.143229144326414,8.39,755,211,0.022,0.0659757086262496,1368,747,"1"
"66124",8.3,0.196770855673586,8.4,755,211,0.02,0.13702429137375,1413,745,"1"
"66125",8.3,0.143229144326414,8.41,754,211,0.02,0.0669757086262496,1373,743,"1"
"66126",8.2,0.196770855673586,8.4,755,211,0.019,0.13602429137375,1416,743,"1"
"66127",8.3,0.143229144326414,8.41,754,211,0.02,0.0659757086262496,1425,743,"1"
"66128",8.3,0.196770855673586,8.41,754,211,0.02,0.13602429137375,1401,752,"1"
"66129",8.3,0.143229144326414,8.41,755,211,0.02,0.0639757086262496,1417,745,"1"
"66130",8.2,0.196770855673586,8.41,754,211,0.02,0.13602429137375,1417,751,"1"
"66131",8.3,0.143229144326414,8.41,754,211,0.02,0.0639757086262496,1359,752,"1"
"66132",8.3,0.196770855673586,8.41,754,211,0.02,0.13602429137375,1387,745,"1"
"66133",8.2,0.143229144326414,8.41,754,211,0.02,0.0659757086262496,1378,747,"1"
"66134",8.2,0.196770855673586,8.41,754,211,0.02,0.13602429137375,1406,751,"1"
"66135",8.3,0.143229144326414,8.41,754,211,0.02,0.0659757086262496,1520,752,"1"
"66136",8.2,0.196770855673586,8.41,754,211,0.02,0.13402429137375,1495,753,"1"
"66137",8.2,0.143229144326414,8.41,754,211,0.02,0.0659757086262496,1504,747,"1"
"66138",8.3,0.196770855673586,8.41,754,211,0.02,0.13402429137375,1517,745,"1"
"66139",8.3,0.143229144326414,8.41,754,211,0.02,0.0659757086262496,1478,747,"1"
"66140",8.3,0.196770855673586,8.41,754,211,0.019,0.13402429137375,1466,748,"1"
"66349",8.2,0.143229144326414,8.38,756,211,0.026,0.0699757086262496,1464,710,"1"
"66350",8.3,0.196770855673586,8.37,756,211,0.026,0.13902429137375,1445,706,"1"
"66351",8.2,0.143229144326414,8.37,756,211,0.026,0.0689757086262496,1424,707,"1"
"66352",8.2,0.196770855673586,8.37,756,211,0.027,0.14002429137375,1440,701,"1"
"66353",8.2,0.143229144326414,8.37,756,211,0.027,0.0699757086262496,1429,699,"1"
"66354",8.2,0.196770855673586,8.37,756,211,0.027,0.13902429137375,1453,710,"1"
"66355",8.2,0.143229144326414,8.37,756,211,0.026,0.0699757086262496,1446,710,"1"
"66356",8.3,0.196770855673586,8.37,756,211,0.026,0.14002429137375,1451,711,"1"
"66357",8.2,0.143229144326414,8.37,756,211,0.026,0.0689757086262496,1418,711,"1"
"66358",8.3,0.196770855673586,8.37,756,211,0.026,0.13902429137375,1460,707,"1"
"66359",8.2,0.143229144326414,8.37,756,211,0.026,0.0699757086262496,1425,706,"1"
"66360",8.2,0.196770855673586,8.37,756,211,0.026,0.13902429137375,1423,707,"1"
"66361",8.3,0.143229144326414,8.37,755,211,0.027,0.0699757086262496,1429,710,"1"
"66362",8.2,0.196770855673586,8.37,756,211,0.027,0.13902429137375,1410,707,"1"
"66363",8.3,0.143229144326414,8.37,756,211,0.027,0.0699757086262496,1445,701,"1"
"66364",8.2,0.196770855673586,8.38,756,211,0.026,0.13902429137375,1486,708,"1"
"66365",8.2,0.133229144326414,8.37,756,211,0.026,0.0699757086262496,1454,710,"1"
"66366",8.3,0.196770855673586,8.37,756,211,0.026,0.13902429137375,1447,711,"1"
"66367",8.3,0.143229144326414,8.38,756,211,0.026,0.0709757086262496,1445,712,"1"
"66368",8.2,0.196770855673586,8.38,756,211,0.027,0.14102429137375,1412,702,"1"
"66369",8.3,0.133229144326414,8.37,756,211,0.026,0.0699757086262496,1437,710,"1"
"66370",8.2,0.196770855673586,8.37,756,211,0.026,0.13902429137375,1435,699,"1"
"66533",8.3,0.143229144326414,8.41,755,207,0.016,0.0699757086262496,1506,714,"1"
"66534",8.2,0.196770855673586,8.41,755,207,0.016,0.13902429137375,1478,704,"1"
"66535",8.2,0.133229144326414,8.41,755,207,0.016,0.0689757086262496,1466,712,"1"
"66536",8.3,0.186770855673586,8.41,755,207,0.017,0.13902429137375,1445,708,"1"
"66537",8.2,0.143229144326414,8.41,755,207,0.016,0.0689757086262496,1511,704,"1"
"66538",8.3,0.186770855673586,8.41,754,207,0.016,0.13902429137375,1471,708,"1"
"66539",8.2,0.133229144326414,8.41,755,207,0.017,0.0689757086262496,1459,706,"1"
"66540",8.3,0.186770855673586,8.41,755,207,0.017,0.13902429137375,1468,710,"1"
"66541",8.3,0.133229144326414,8.41,755,207,0.019,0.0689757086262496,1486,710,"1"
"66542",8.3,0.186770855673586,8.41,755,209,0.018,0.13902429137375,1459,708,"1"
"66543",8.2,0.133229144326414,8.41,755,207,0.018,0.0699757086262496,1481,704,"1"
"66544",8.2,0.196770855673586,8.41,755,207,0.018,0.13902429137375,1466,717,"1"
"66545",8.3,0.143229144326414,8.41,755,207,0.018,0.0689757086262496,1486,718,"1"
"66546",8.3,0.196770855673586,8.41,755,207,0.018,0.13902429137375,1471,716,"1"
"66547",8.2,0.143229144326414,8.41,755,207,0.018,0.0699757086262496,1458,704,"1"
"66548",8.3,0.196770855673586,8.4,755,207,0.018,0.14002429137375,1506,708,"1"
"66549",8.3,0.143229144326414,8.4,755,209,0.018,0.0709757086262496,1449,712,"1"
"66550",8.2,0.196770855673586,8.39,755,207,0.019,0.13902429137375,1503,707,"1"
"66551",8.2,0.143229144326414,8.39,755,207,0.019,0.0699757086262496,1469,707,"1"
"66552",8.3,0.196770855673586,8.39,756,207,0.019,0.14002429137375,1504,710,"1"
"66553",8.3,0.143229144326414,8.39,755,207,0.019,0.0709757086262496,1462,711,"1"
"66554",8.3,0.196770855673586,8.39,755,207,0.023,0.14102429137375,1486,710,"1"
"66825",8.3,0.143229144326414,8.38,756,211,0.016,0.0709757086262496,1545,717,"1"
"66826",8.3,0.196770855673586,8.38,756,211,0.017,0.14102429137375,1549,716,"1"
"66827",8.3,0.143229144326414,8.38,756,211,0.017,0.0709757086262496,1539,716,"1"
"66828",8.3,0.196770855673586,8.38,756,211,0.017,0.14102429137375,1561,724,"1"
"66829",8.3,0.143229144326414,8.38,756,211,0.017,0.0709757086262496,1528,719,"1"
"66830",8.3,0.196770855673586,8.38,756,211,0.016,0.14102429137375,1575,714,"1"
"66831",8.3,0.143229144326414,8.38,756,211,0.016,0.0709757086262496,1564,710,"1"
"66832",8.3,0.196770855673586,8.38,756,211,0.016,0.14102429137375,1556,717,"1"
"66833",8.3,0.143229144326414,8.38,756,211,0.016,0.0709757086262496,1576,717,"1"
"66834",8.3,0.196770855673586,8.38,756,211,0.016,0.14102429137375,1563,714,"1"
"66835",8.3,0.133229144326414,8.38,756,211,0.037,0.0709757086262496,1596,714,"1"
"66836",8.3,0.186770855673586,8.38,756,211,0.017,0.14102429137375,1569,716,"1"
"66837",8.3,0.133229144326414,8.38,756,211,0.017,0.0709757086262496,1567,717,"1"
"66838",8.3,0.186770855673586,8.38,756,211,0.017,0.14102429137375,1622,722,"1"
"66839",8.3,0.133229144326414,8.38,756,211,0.016,0.0709757086262496,1593,716,"1"
"66840",8.3,0.186770855673586,8.38,756,211,0.016,0.14102429137375,1605,723,"1"
"66841",8.2,0.133229144326414,8.38,757,211,0.016,0.0709757086262496,1582,717,"1"
"66842",8.3,0.186770855673586,8.38,756,211,0.017,0.14002429137375,1620,718,"1"
"66843",8.2,0.133229144326414,8.38,756,211,0.016,0.0709757086262496,1604,714,"1"
"66844",8.2,0.186770855673586,8.39,756,211,0.016,0.14102429137375,1564,718,"1"
"66845",8.3,0.133229144326414,8.38,755,211,0.016,0.0709757086262496,1621,722,"1"
"66846",8.3,0.186770855673586,8.39,756,211,0.016,0.14102429137375,1562,712,"1"
"67026",8.2,0.143229144326414,8.37,756,207,0.017,0.0699757086262496,1552,806,"1"
"67027",8.3,0.196770855673586,8.36,756,207,0.017,0.14102429137375,1563,806,"1"
"67028",8.3,0.143229144326414,8.36,756,207,0.017,0.0699757086262496,1572,805,"1"
"67029",8.2,0.196770855673586,8.37,756,207,0.018,0.14002429137375,1553,803,"1"
"67030",8.2,0.143229144326414,8.37,756,207,0.018,0.0699757086262496,1540,798,"1"
"67031",8.3,0.196770855673586,8.37,755,207,0.018,0.14002429137375,1517,805,"1"
"67032",8.3,0.143229144326414,8.37,756,207,0.017,0.0699757086262496,1515,800,"1"
"67033",8.2,0.196770855673586,8.36,756,207,0.017,0.13902429137375,1575,800,"1"
"67034",8.3,0.143229144326414,8.36,756,207,0.017,0.0699757086262496,1517,809,"1"
"67035",8.3,0.196770855673586,8.36,756,207,0.018,0.14002429137375,1553,806,"1"
"67036",8.3,0.143229144326414,8.36,756,207,0.018,0.0699757086262496,1518,809,"1"
"67037",8.3,0.196770855673586,8.36,756,207,0.017,0.14102429137375,1534,799,"1"
"67038",8.3,0.143229144326414,8.36,756,207,0.017,0.0699757086262496,1528,818,"1"
"67039",8.3,0.196770855673586,8.36,755,207,0.018,0.14102429137375,1526,868,"1"
"67040",8.3,0.143229144326414,8.36,756,207,0.017,0.0709757086262496,1539,891,"1"
"67041",8.3,0.196770855673586,8.35,756,207,0.017,0.14102429137375,1563,895,"1"
"67042",8.3,0.143229144326414,8.35,756,207,0.017,0.0709757086262496,1563,895,"1"
"67043",8.3,0.196770855673586,8.35,756,207,0.018,0.14102429137375,1578,895,"1"
"67044",8.3,0.143229144326414,8.35,756,207,0.018,0.0709757086262496,1547,925,"1"
"67045",8.3,0.196770855673586,8.35,756,207,0.017,0.14102429137375,1539,943,"1"
"67046",8.3,0.143229144326414,8.34,756,207,0.017,0.0709757086262496,1538,945,"1"
"67047",8.2,0.196770855673586,8.35,756,207,0.017,0.14102429137375,1553,944,"1"
"67275",8.2,0.143229144326414,8.39,756,211,0.02,0.0709757086262496,1679,858,"1"
"67276",8.2,0.196770855673586,8.39,756,211,0.021,0.14102429137375,1644,856,"1"
"67277",8.2,0.143229144326414,8.39,756,211,0.02,0.0709757086262496,1680,856,"1"
"67278",8.3,0.186770855673586,8.4,756,211,0.02,0.14102429137375,1633,862,"1"
"67279",8.3,0.143229144326414,8.4,756,211,0.021,0.0709757086262496,1674,866,"1"
"67280",8.3,0.186770855673586,8.41,756,211,0.021,0.14102429137375,1645,868,"1"
"67281",8.3,0.133229144326414,8.41,756,211,0.022,0.0709757086262496,1651,869,"1"
"67282",8.3,0.186770855673586,8.41,756,211,0.021,0.14102429137375,1677,868,"1"
"67283",8.3,0.133229144326414,8.41,756,211,0.02,0.0709757086262496,1642,864,"1"
"67284",8.3,0.186770855673586,8.42,756,211,0.021,0.14102429137375,1608,863,"1"
"67285",8.2,0.133229144326414,8.42,756,211,0.021,0.0709757086262496,1609,862,"1"
"67286",8.3,0.186770855673586,8.44,756,211,0.021,0.14102429137375,1597,862,"1"
"67287",8.2,0.133229144326414,8.43,756,211,0.021,0.0709757086262496,1643,862,"1"
"67288",8.2,0.186770855673586,8.43,756,211,0.021,0.14102429137375,1645,862,"1"
"67289",8.2,0.133229144326414,8.43,756,211,0.021,0.0699757086262496,1631,864,"1"
"67290",8.3,0.186770855673586,8.44,756,211,0.021,0.14102429137375,1648,868,"1"
"67291",8.2,0.133229144326414,8.44,757,211,0.02,0.0709757086262496,1645,858,"1"
"67292",8.2,0.186770855673586,8.44,756,211,0.02,0.14102429137375,1622,858,"1"
"67293",8.2,0.133229144326414,8.44,756,211,0.021,0.0709757086262496,1642,861,"1"
"67294",8.2,0.186770855673586,8.44,756,211,0.021,0.14102429137375,1700,862,"1"
"67295",8.2,0.133229144326414,8.45,756,211,0.021,0.0709757086262496,1692,866,"1"
"67296",8.2,0.186770855673586,8.45,756,211,0.021,0.14102429137375,1666,864,"1"
"67394",8.2,0.133229144326414,8.34,759,207,0.023,0.0779757086262496,1812,870,"1"
"67395",8.2,0.186770855673586,8.34,758,211,0.023,0.14902429137375,1827,872,"1"
"67396",8.2,0.143229144326414,8.35,759,211,0.023,0.0779757086262496,1813,872,"1"
"67397",8.2,0.186770855673586,8.34,758,211,0.023,0.14802429137375,1800,872,"1"
"67398",8.2,0.133229144326414,8.34,758,211,0.022,0.0789757086262496,1802,869,"1"
"67399",8.2,0.186770855673586,8.34,758,211,0.023,0.14802429137375,1836,864,"1"
"67400",8.2,0.143229144326414,8.34,758,211,0.023,0.0779757086262496,1755,864,"1"
"67401",8.2,0.196770855673586,8.35,758,211,0.023,0.14802429137375,1817,868,"1"
"67402",8.2,0.143229144326414,8.35,758,211,0.023,0.0779757086262496,1842,870,"1"
"67403",8.1,0.196770855673586,8.35,759,211,0.022,0.14602429137375,1822,875,"1"
"67404",8.2,0.143229144326414,8.36,758,207,0.023,0.0779757086262496,1865,869,"1"
"67405",8.2,0.196770855673586,8.36,759,207,0.022,0.14802429137375,1887,861,"1"
"67406",8.2,0.143229144326414,8.36,758,211,0.022,0.0759757086262496,1798,864,"1"
"67407",8.2,0.196770855673586,8.36,758,211,0.022,0.14602429137375,1833,868,"1"
"67408",8.2,0.143229144326414,8.37,758,207,0.023,0.0759757086262496,1805,862,"1"
"67409",8.2,0.196770855673586,8.37,758,207,0.022,0.14602429137375,1818,864,"1"
